Map Colour,Hexidecimal ID,Province Name,Province Owner,Region
,921,Eisenach,Saxony (E),Thuringia
,922,Tenneberg,Saxony (E),Thuringia
,923,Schmalkalden,Henneberg,Thuringia
,924,,Henneberg,Thuringia
,925,,Henneberg,Thuringia
,926,Ostheim,Saxony (E),Thuringia
,927,Meiningen,Würzburg,Thuringia
,928,Römhild,Henneberg,Thuringia
,929,,Henneberg,Thuringia
,92A,,Würzburg,Franconia
,92B,,Fulda,Franconia
,92C,,Würzburg,Franconia
,92D,,Würzburg,Franconia
,92E,,Würzburg,Franconia
,92F,,Schweinfurt,Franconia
,930,,Würzburg,Franconia
,931,,Würzburg,Franconia
,932,Königsberg,Saxony (E),Franconia
,933,,Würzburg,Franconia
,934,Hildburghausen,Saxony (E),Thuringia
,935,,Würzburg,Franconia
,936,Würzburg,Würzburg,Franconia
,937,,Würzburg,Franconia
,938,,Würzburg,Franconia
,939,,Castell,Franconia
,93A,,Schwarzenberg,Franconia
,93B,,Würzburg,Franconia
,93C,,Hohenlohe,Franconia
,93D,,Hohenlohe,Franconia
,93E,,Hohenlohe,Franconia
,93F,,Hohenlohe,Franconia
,940,,Ansbach,Franconia
,941,,Dinkelsbühl,Swabia
,942,,Ansbach,Franconia
,943,,Ansbach,Franconia
,944,,Ansbach,Franconia
,945,,Ansbach,Franconia
,946,,Ansbach,Franconia
,947,,Ansbach,Franconia
,948,,Hohenlohe,Franconia
,949,,Rothenburg,Franconia
,94A,,Ansbach,Franconia
,94B,,Ansbach,Franconia
,94C,,Windsheim,Franconia
,94D,,Ansbach,Franconia
,94E,,Ansbach,Franconia
,94F,Nuremberg,Nuremberg,Franconia
,950,,Ansbach,Franconia
,951,,Ansbach,Franconia
,952,,Bayreuth,Franconia
,953,,Bayreuth,Franconia
,954,,Bamberg,Franconia
,955,,Bamberg,Franconia
,956,,Bamberg,Franconia
,957,,Bayreuth,Franconia
,958,,Bayreuth,Franconia
,959,,Bayreuth,Franconia
,95A,,Bayreuth,Franconia
,95B,,Bamberg,Franconia
,95C,Coburg,Saxony (E),Thuringia
,95D,Saalfeld,Saxony (E),Thuringia
,95E,Leutenberg,Schwarzburg-Leutenburg,Vogtland
,95F,Schwarzburg,Schwarzburg-Schwarzburg,Thuringia
,960,Rudolstadt,Schwarzburg-Blankenburg,Thuringia
,961,Arnstadt,Schwarzburg-Blankenburg,Thuringia
,962,Weida,Saxony (E),Vogtland
,963,Gleichen,Gleichen-Remda,Thuringia
,964,Gotha,Saxony (E),Thuringia
,965,Erfurt,Mainz,Thuringia
,966,Jena,Saxony (E),Thuringia
,967,Neustadt,Saxony (E),Vogtland
,968,Schleitz,Reuss-Weida,Vogtland
,969,Plauen,Saxony (E),Vogtland
,96A,Borna,Saxony (E),Upper Saxony
,96B,Greitz,Reuss-Plauen,Vogtland
,96C,Zwickau,Saxony (E),Vogtland
,96D,Lichtenstein,Schönburg,Vogtland
,96E,Glauchau,Schönburg,Vogtland
,96F,Altenburg,Saxony (E),Vogtland
,970,Gera,Reuss-Gera,Thuringia
,971,Naumburg,Naumburg-Zeitz,Thuringia
,972,Lobenstein,Reuss-Gera,Vogtland
,973,Colditz,Saxony (E),Upper Saxony
,974,Wurzen & Mügeln,Meissen,Upper Saxony
,975,Kranichfeld,Reuss-Plauen,Thuringia
,976,Stolpen,Meissen,Upper Saxony
,977,Dobrilugk,Dobrilugk,Lusatia
,978,Eckartsberga,Saxony,Thuringia
,979,Weimar,Saxony (E),Thuringia
,97A,Weissensee,Saxony,Thuringia
,97B,Langensalza,Saxony,Thuringia
,97C,Volkenroda,Saxony (E),Thuringia
,97D,Mühlhausen,Mühlhausen,Thuringia
,97E,Klettenberg,Hohnstein,Thuringia
,97F,Gernsrode,Gernsrode,Thuringia
,980,Nordhausen,Nordhausen,Thuringia
,981,Hohnstein,Hohnstein,Thuringia
,982,Stolberg,Stolberg,Thuringia
,983,Schlotheim,Schwarzburg-Sondershausen,Thuringia
,984,Walkenried,Walkenried,Thuringia
,985,Frankenhausen,Schwarzburg-Sondershausen,Thuringia
,986,Querfurt,Magdeburg,Thuringia
,987,Sangerhausen,Saxony,Thuringia
,988,Allstedt,Saxony (E),Thuringia
,989,Freyburg,Saxony,Thuringia
,98A,Weissenfels,Saxony,Thuringia
,98B,Leipzig,Saxony,Upper Saxony
,98C,Delitzsch,Saxony,Upper Saxony
,98D,Schraplau,Mansfeld-Hinterort,Thuringia
,98E,Merseberg,Merseberg,Thuringia
,98F,Sondershausen,Schwarzburg-Sondershausen,Thuringia
,990,Blankenburg,Blankenburg,Thuringia
,991,Wernigerode,Stolberg,Thuringia
,992,Osterode,Brunswick-Grubenhagen-Osterode,Lower Saxony
,993,Osterwieck,Halberstadt,Lower Saxony
,994,Ballenstedt,Anhalt-Dessau,Thuringia
,995,Oschersleben,Halberstadt,Lower Saxony
,996,Halberstadt,Halberstadt,Thuringia
,997,Mansfeld,Mansfeld-Mittelort,Thuringia
,998,Quedlinburg,Quedlinburg,Thuringia
,999,Aschersleben,Halberstadt,Thuringia
,99A,Bitterfeld,Saxony (E),Upper Saxony
,99B,Eisleben,Mansfeld-Vorderort,Thuringia
,99C,Egeln,Magdeburg,Thuringia
,99D,Loberg,Magdeburg,Upper Saxony
,99E,Güsten,Anhalt-Köthen,Thuringia
,99F,Bernburg,Anhalt-Dessau,Upper Saxony
,9A0,Köthen,Anhalt-Köthen,Upper Saxony
,9A1,Hecklingen,Anhalt-Dessau,Thuringia
,9A2,Dessau,Anhalt-Dessau,Upper Saxony
,9A3,Zerbst,Anhalt-Dessau,Upper Saxony
,9A4,Coswig,Anhalt-Dessau,Upper Saxony
,9A5,Halle,Magdeburg,Upper Saxony
,9A6,Wittenberg,Saxony (E),Upper Saxony
,9A7,Grimma,Saxony (E),Upper Saxony
,9A8,Eilenburg,Saxony (E),Upper Saxony
,9A9,Torgau,Saxony (E),Upper Saxony
,9AA,Schweinitz,Saxony (E),Upper Saxony
,9AB,Jüterbog,Magdeburg,Upper Saxony
,9AC,Liebenwerda,Saxony (E),Upper Saxony
,9AD,Grossenhain,Saxony,Upper Saxony
,9AE,Mühlberg,Saxony,Upper Saxony
,9AF,Senftenberg,Saxony,Lusatia
,9B0,Rochlitz,Saxony,Upper Saxony
,9B1,Chemnitz,Saxony,Vogtland
,9B2,Marienburg,Saxony,Vogtland
,9B3,Augustusburg,Saxony,Vogtland
,9B4,Meissen,Saxony,Upper Saxony
,9B5,Freiburg,Saxony,Upper Saxony
,9B6,Pirna,Saxony,Upper Saxony
,9B7,Dresden,Saxony,Upper Saxony
,9B8,Deutschordenskommende Koblenz,Teutonic Knights,Upper Rhineland
,9B9,Baruth,Saxony (E),Upper Saxony
,9BA,Belzig,Saxony (E),Upper Saxony
,9BB,Burg,Magdeburg,Upper Saxony
,9BC,Barby,Barby,Upper Saxony
,9BD,Seehausen,Magdeburg,Lower Saxony
,9BE,Magdeburg,Magdeburg,Lower Saxony
,9BF,Genthin,Magdeburg,Upper Saxony
,9C0,,Magdeburg,Lower Saxony
,9C1,Haldensleben,Magdeburg,Lower Saxony
,9C2,Jerichow,Magdeburg,Upper Saxony
,9C3,Harburg,Brunswick-Lüneburg,Lower Saxony
,9C4,Hamburg,Hamburg,Holstein-Schleswig
,9C5,Wandsbek,Hamburg,Holstein-Schleswig
,9C6,Bergedorf,Bergedorf,Holstein-Schleswig
,9C7,Bleckede,Brunswick-Lüneburg,Lower Saxony
,9C8,Fallersleben,Brunswick-Lüneburg,Lower Saxony
,9C9,Lauenburg,Saxe-Lauenburg,Holstein-Schleswig
,9CA,Ratzeburg,Saxe-Lauenburg,Holstein-Schleswig
,9CB,,Lübeck (C),Holstein-Schleswig
,9CC,Lübeck,Lübeck (C),Holstein-Schleswig
,9CD,,Lübeck (C),Holstein-Schleswig
,9CE,,Lübeck,Holstein-Schleswig
,9CF,Eutin,Lübeck,Holstein-Schleswig
,9D0,,Ratzeburg,Wendia
,9D1,,Ratzeburg,Wendia
,9D2,Neuhaus,Saxe-Lauenburg,Wendia
,9D3,Dannenberg,Brunswick-Lüneburg,Lower Saxony
,9D4,Lüchow,Brunswick-Lüneburg,Lower Saxony
,9D5,Grabow,Mecklenburg,Wendia
,9D6,Hagenow,Mecklenburg,Wendia
,9D7,Schwerin,Mecklenburg,Wendia
,9D8,Wismar,Mecklenburg,Wendia
,9D9,Friedland,Mecklenburg,Wendia
,9DA,Wickendorf,Schwerin,Wendia
,9DB,Bützow,Schwerin,Wendia
,9DC,Parchim,Mecklenburg,Wendia
,9DD,Sternberg,Mecklenburg,Wendia
,9DE,Neubukow,Mecklenburg,Wendia
,9DF,Ribnitz,Mecklenburg,Wendia
,9E0,Rostock,Mecklenburg,Wendia
,9E1,Tessin,Mecklenburg,Wendia
,9E2,Güstrow,Mecklenburg,Wendia
,9E3,Krakow,Mecklenburg,Wendia
,9E4,Plawe,Mecklenburg,Wendia
,9E5,Malchin,Mecklenburg,Wendia
,9E6,Röbel,Mecklenburg,Wendia
,9E7,Waren,Mecklenburg,Wendia
,9E8,Strelitz,Mecklenburg,Wendia
,9E9,Stargard,Mecklenburg,Wendia
,9EA,Rossow & Schönburg,Mecklenburg,Wendia
,9EB,Salzwedel,Brandenburg (E),Lower Saxony
,9EC,Gardelegen,Brandenburg (E),Lower Saxony
,9ED,,Brandenburg (E),Lower Saxony
,9EE,,Brandenburg (E),Lower Saxony
,9EF,Stendal,Brandenburg (E),Lower Saxony
,9F0,Osterburg,Brandenburg (E),Lower Saxony
,9F1,Lenzen,Brandenburg (E),Wendia
,9F2,Pritzwalk,Brandenburg (E),Wendia
,9F3,Havelberg,Havelberg,Wendia
,9F4,,Brandenburg (E),Wendia
,9F5,Wittstock,Havelberg,Wendia
,9F6,Kyritz,Brandenburg (E),Wendia
,9F7,Friesack,Brandenburg (E),Wendia
,9F8,Brandenburg,Brandenburg (E),Wendia
,9F9,Ziesar,Brandenburg (B),Upper Saxony
,9FA,Lehnin,Brandenburg (E),Upper Saxony
,9FB,Priterzbe,Brandenburg (B),Wendia
,9FC,Brück,Brandenburg (E),Upper Saxony
,9FD,Teltow,Brandenburg (B),Upper Saxony
,9FE,Potsdam,Brandenburg (E),Upper Saxony
,9FF,Spandau,Brandenburg (E),Wendia
,A00,,France,Orléanais
,A01,,France,Orléanais
,A02,,Lindow-Ruppin,Wendia
,A03,Neuruppin,Lindow-Ruppin,Wendia
,A04,Bellin,Havelberg,Wendia
,A05,Lindow,Lindow-Ruppin,Wendia
,A06,Kremmen,Brandenburg (E),Wendia
,A07,Glien,Brandenburg (B),Wendia
,A08,Zehdenick,Brandenburg (E),Wendia
,A09,,Brandenburg (E),Wendia
,A0A,,Brandenburg (E),Wendia
,A0B,Seelow,Lebus,Wendia
,A0C,Berlin,Brandenburg (E),Wendia
,A0D,Bernau,Brandenburg (E),Wendia
,A0E,Teupitz & Zossen,Brandenburg (E),Lusatia
,A0F,Storkow,Biberstein,Lusatia
,A10,Łuków,Bohemia,Lusatia
,A11,Kalawa,Bohemia,Lusatia
,A12,Cottbus,Brandenburg (E),Lusatia
,A13,Guben,Bohemia,Lusatia
,A14,Lubin,Bohemia,Lusatia
,A15,Beeskow,Biberstein,Lusatia
,A16,Kamenec,Bohemia,Lusatia
,A17,Crossen an der Oder,Brandenburg (E),Silesia
,A18,Züllichau,Brandenburg (E),Silesia
,A19,Lagow,Brandenburg (E),Silesia
,A1A,,Brandenburg (E),Wendia
,A1B,Sternberg,Brandenburg (E),Wendia
,A1C,Frankfurt am der Oder,Brandenburg (E),Wendia
,A1D,Lebus,Lebus,Wendia
,A1E,Drossen,Brandenburg (E),Wendia
,A1F,Lauenstein,Schwarzburg-Leutenburg,Vogtland
,A20,Königswalde,Brandenburg (E),Wendia
,A21,Driesen,Brandenburg (E),Wendia
,A22,Landsberg an der Warthe,Brandenburg (E),Wendia
,A23,Müncheburg,Brandenburg (E),Wendia
,A24,Strausberg,Brandenburg (E),Wendia
,A25,Eberswalde,Brandenburg (E),Wendia
,A26,Küstrin,Brandenburg (E),Wendia
,A27,Berlinchen,Brandenburg (E),Wendia
,A28,Königsberg in Neumark,Brandenburg (E),Wendia
,A29,Oderburg,Brandenburg (E),Wendia
,A2A,Prenzlau,Brandenburg (E),Wendia
,A2B,Templin,Brandenburg (E),Wendia
,A2C,Strasburg,Brandenburg (E),Wendia
,A2D,Lychen,Brandenburg (E),Wendia
,A2E,Arnswalde,Brandenburg (E),Wendia
,A2F,Kallies,Brandenburg (E),Wendia
,A30,Dramburg,Brandenburg (E),Wendia
,A31,Schivelbein,Brandenburg (E),Wendia
,A32,Bernstein,Bernstein,Wendia
,A33,Barth,Pomerania,Wendia
,A34,Richtenberg,Pomerania,Wendia
,A35,Stralsund,Pomerania,Wendia
,A36,Rügen,Pomerania,Wendia
,A37,Griefswald,Pomerania,Wendia
,A38,Loitz,Pomerania,Wendia
,A39,Jarmen,Pomerania,Wendia
,A3A,Wolgast,Pomerania,Wendia
,A3B,Swinemünde,Pomerania,Wendia
,A3C,Anklam,Pomerania,Wendia
,A3D,Blankenhain,Gleichen-Blankenhain,Thuringia
,A3E,Ückermunde,Pomerania,Wendia
,A3F,Stettin,Pomerania,Wendia
,A40,Greifenhagen,Pomerania,Wendia
,A41,Königsberg,Pomerania,Wendia
,A42,Altdamm,Pomerania,Wendia
,A43,Stargard,Pomerania,Wendia
,A44,,Pomerania,Wendia
,A45,Gollnow,Pomerania,Wendia
,A46,Naugard,Pomerania,Wendia
,A47,,Pomerania,Wendia
,A48,Wollin,Pomerania,Wendia
,A49,Cammin,Pomerania,Wendia
,A4A,Greifenberg,Pomerania,Wendia
,A4B,Kolberg,Cammin,Wendia
,A4C,Köslin,Cammin,Wendia
,A4D,Körlin,Cammin,Wendia
,A4E,Belgard,Pomerania,Wendia
,A4F,,Cammin,Wendia
,A50,Bärwalde,Pomerania,Wendia
,A51,Neustettin,Pomerania,Wendia
,A52,,Cammin,Wendia
,A53,,Pomerania,Wendia
,A54,Zanow,Pomerania,Wendia
,A55,Rügenwalde,Pomerania,Wendia
,A56,Schlawe,Pomerania,Wendia
,A57,,Pomerania,Wendia
,A58,,Pomerania,Wendia
,A59,,Pomerania,Wendia
,A5A,Stolp,Pomerania,Wendia
,A5B,,Pomerania,Wendia
,A5C,Lauenburg,Pomerania,Wendia
,A5D,,Pomerania,Wendia
,A5E,Bütow,Pomerania,Wendia
,A5F,,Pomerania,Wendia
,A60,,Pomerania,Wendia
,A61,,Pomerania,Wendia
,A62,Kladská Bystřice,Glatz,Bohemia
,A63,Budyšin,Bohemia,Lusatia
,A64,Grodk,Bohemia,Lusatia
,A65,Lobava,Bohemia,Lusatia
,A66,Zhořelec,Bohemia,Lusatia
,A67,Osoblaha,Bohemia,Silesia
,A68,Mužakov,Bohemia,Lusatia
,A69,Sorau,Biberstein,Lusatia
,A6A,Priebus,Sagan,Lusatia
,A6B,Sagan,Sagan,Lusatia
,A6C,Świybodzin,Glogau,Silesia
,A6D,Zielona Hora,Glogau,Silesia
,A6E,Szprotawa,Glogau,Silesia
,A6F,Kożuchów,Glogau,Silesia
,A70,Góra,Glogau,Silesia
,A71,Hlohov,Glogau,Silesia
,A72,Stínavské,Legnica-Brzeg,Silesia
,A73,Lubin,Legnica-Brzeg,Silesia
,A74,Lubáň,Bohemia,Lusatia
,A75,Bolesławiec,Bohemia,Silesia
,A76,Liegnitz,Legnica-Brzeg,Silesia
,A77,Wołów,Münsterberg-Oels,Silesia
,A78,Vratislav,Bohemia,Silesia
,A79,Třebnice,Münsterberg-Oels,Silesia
,A7A,Międzybórz,Münsterberg-Oels,Silesia
,A7B,Žitava,Bohemia,Lusatia
,A7C,Hojeřice,Bohemia,Lusatia
,A7D,Lemberk,Bohemia,Silesia
,A7E,Jelení Hora,Bohemia,Silesia
,A7F,Javor,Bohemia,Silesia
,A80,Bolków,Bohemia,Silesia
,A81,Dzierżoniów,Bohemia,Silesia
,A82,Slezská Středa,Bohemia,Silesia
,A83,Svídnice,Bohemia,Silesia
,A84,Strzegom,Bohemia,Silesia
,A85,Großburg,Lebus,Silesia
,A86,Němčí,Legnica-Brzeg,Silesia
,A87,Břeh,Legnica-Brzeg,Silesia
,A88,Olešnice,Münsterberg-Oels,Silesia
,A89,Bierutów,Münsterberg-Oels,Silesia
,A8A,Namyslov,Bohemia,Silesia
,A8B,Benneckenstein,Benneckenstein,Thuringia
,A8C,Kluczborek,Opole,Silesia
,A8D,Opolí,Opole,Silesia
,A8E,Oleśno,Opole,Silesia
,A8F,Lubliniec,Opole,Silesia
,A90,Velká Střelice,Opole,Silesia
,A91,Horní Hlohov,Opole,Silesia
,A92,Sławięcice,Opole,Silesia
,A93,Toszek,Opole,Silesia
,A94,Bytom,Opole,Silesia
,A95,Gliwice,Opole,Silesia
,A96,Kladsko,Glatz,Bohemia
,A97,Ziębice,Münsterberg-Oels,Silesia
,A98,Nisa,Nysa,Silesia
,A99,Grodkov,Nysa,Silesia
,A9A,Prudník,Opole,Silesia
,A9B,Głubczyce,Bohemia,Silesia
,A9C,Krnov,Krnov,Silesia
,A9D,Ketř,Bohemia,Silesia
,A9E,Hlučín,Bohemia,Silesia
,A9F,Opava,Bohemia,Silesia
,AA0,Kozielno,Opole,Silesia
,AA1,Ratiboř,Racibórz,Silesia
,AA2,Rybníky,Racibórz,Silesia
,AA3,Pština,Cieszyn,Silesia
,AA4,Bílsko,Cieszyn,Silesia
,AA5,Těšín,Cieszyn,Silesia
,AA6,Frýdek,Cieszyn,Silesia
,AA7,Karlovy Vary,Bohemia,Bohemia
,AA8,Cheb,Bohemia,Bohemia
,AA9,Tachov,Bohemia,Bohemia
,AAA,Plzeň,Bohemia,Bohemia
,AAB,Klatovy,Bohemia,Bohemia
,AAC,Strakonice,Bohemia,Bohemia
,AAD,Prachatice,Bohemia,Bohemia
,AAE,Český Krumlov,Bohemia,Bohemia
,AAF,Ceske Budejovice,Bohemia,Bohemia
,AB0,Jindřichův Hradec,Bohemia,Bohemia
,AB1,Tábor,Bohemia,Bohemia
,AB2,Písek,Bohemia,Bohemia
,AB3,Podbořany,Bohemia,Bohemia
,AB4,Chomotuv,Bohemia,Bohemia
,AB5,Most,Bohemia,Bohemia
,AB6,Louny,Bohemia,Bohemia
,AB7,Rakovník,Bohemia,Bohemia
,AB8,Příbram,Bohemia,Bohemia
,AB9,Pelhřimov,Bohemia,Bohemia
,ABA,Jičín,Bohemia,Bohemia
,ABB,Benešov,Bohemia,Bohemia
,ABC,Smíchov,Bohemia,Bohemia
,ABD,Praha,Bohemia,Bohemia
,ABE,Litoměřice,Bohemia,Bohemia
,ABF,Česká Lípa,Bohemia,Bohemia
,AC0,Liberec,Bohemia,Bohemia
,AC1,Turnov,Bohemia,Bohemia
,AC2,Mladá Boleslav,Bohemia,Bohemia
,AC3,Kolín,Bohemia,Bohemia
,AC4,Kutna Hora,Bohemia,Bohemia
,AC5,Havlíčkův Brod,Bohemia,Bohemia
,AC6,Hradec Králové,Bohemia,Bohemia
,AC7,Trutnov,Bohemia,Bohemia
,AC8,Pardubice,Bohemia,Bohemia
,AC9,Nové Město nad Metují,Bohemia,Bohemia
,ACA,Rychnov nad Kněžnou,Bohemia,Bohemia
,ACB,Vysoké Mýto,Bohemia,Bohemia
,ACC,Jihlava,Bohemia,Moravia
,ACD,,Bohemia,Moravia
,ACE,,Bohemia,Moravia
,ACF,Brno,Bohemia,Moravia
,AD0,Znojmo,Bohemia,Moravia
,AD1,,Bohemia,Moravia
,AD2,,Bohemia,Moravia
,AD3,,Bohemia,Moravia
,AD4,,Bohemia,Moravia
,AD5,Olomoue,Bohemia,Moravia
,AD6,,Bohemia,Moravia
,AD7,,Bohemia,Moravia
,AD8,,Bohemia,Moravia
,AD9,,Bohemia,Moravia
,ADA,,Bohemia,Moravia
,ADB,,Bohemia,Moravia
,ADC,,Schleswig-Holstein,Holstein-Schleswig
,ADD,Altona,Holstein-Pinneberg-Schaumburg-Gemen,Holstein-Schleswig
,ADE,Pinneberg,Holstein-Pinneberg-Schaumburg-Gemen,Holstein-Schleswig
,ADF,Krempe,Holstein-Pinneberg-Schaumburg-Gemen,Holstein-Schleswig
,AE0,Glückstadt,Schleswig-Holstein,Holstein-Schleswig
,AE1,Oldesloe,Schleswig-Holstein,Holstein-Schleswig
,AE2,,Schleswig-Holstein,Holstein-Schleswig
,AE3,,Schleswig-Holstein,Holstein-Schleswig
,AE4,Oldenburg in Holstein,Schleswig-Holstein,Holstein-Schleswig
,AE5,,Schleswig-Holstein,Holstein-Schleswig
,AE6,Plön,Schleswig-Holstein,Holstein-Schleswig
,AE7,,Schleswig-Holstein,Holstein-Schleswig
,AE8,Kiel,Schleswig-Holstein,Holstein-Schleswig
,AE9,,Schleswig-Holstein,Holstein-Schleswig
,AEA,Segeberg,Schleswig-Holstein,Holstein-Schleswig
,AEB,Krempe,Schleswig-Holstein,Holstein-Schleswig
,AEC,Itzehoe,Schleswig-Holstein,Holstein-Schleswig
,AED,Wilster,Schleswig-Holstein,Holstein-Schleswig
,AEE,Meldorf,Dithmarschen,Holstein-Schleswig
,AEF,Heide,Dithmarschen,Holstein-Schleswig
,AF0,Gärding-Tönning,Schleswig-Holstein,Holstein-Schleswig
,AF1,Schleswig,Schleswig-Holstein,Holstein-Schleswig
,AF2,,Schleswig-Holstein,Holstein-Schleswig
,AF3,Flensburg,Schleswig-Holstein,Holstein-Schleswig
,AF4,Husum,Schleswig-Holstein,Holstein-Schleswig
,AF5,,Schleswig-Holstein,Holstein-Schleswig
,AF6,,Denmark,Holstein-Schleswig
,AF7,Tønder,Schleswig-Holstein,Holstein-Schleswig
,AF8,,Schleswig-Holstein,Holstein-Schleswig
,AF9,Aabenraa,Schleswig-Holstein,Holstein-Schleswig
,AFA,Sønderborg,Schleswig-Holstein,Holstein-Schleswig
,AFB,,Schleswig-Holstein,Holstein-Schleswig
,AFC,,Denmark,Holstein-Schleswig
,AFD,Ribe,Denmark,Holstein-Schleswig
,AFE,Haderslev,Denmark,Holstein-Schleswig
,AFF,,Denmark,Holstein-Schleswig
,B00,Varde,Denmark,Jylland
,B01,Lyne,Denmark,Jylland
,B02,Vorbasse,Denmark,Jylland
,B03,Sønder Omme,Denmark,Jylland
,B04,Ringkøbing,Denmark,Jylland
,B05,Holstebro,Denmark,Jylland
,B06,Herning,Denmark,Jylland
,B07,Skive,Denmark,Jylland
,B08,Thisted,Denmark,Jylland
,B09,Aars,Denmark,Jylland
,B0A,Aabybro,Denmark,Jylland
,B0B,Hjørring,Denmark,Jylland
,B0C,Hjallerup,Denmark,Jylland
,B0D,Læsø & Anholt,Sweden,Øerne
,B0E,Aalborg,Denmark,Jylland
,B0F,Mariager,Denmark,Jylland
,B10,Viborg,Denmark,Jylland
,B11,Steenalt,Denmark,Jylland
,B12,Randers,Denmark,Jylland
,B13,Svostrup,Denmark,Jylland
,B14,Hjøllund,Denmark,Jylland
,B15,Velje,Denmark,Jylland
,B16,Kolding,Denmark,Jylland
,B17,Aarhus,Denmark,Jylland
,B18,Grenaa,Denmark,Jylland
,B19,Samsø,Denmark,Øerne
,B1A,Middelfart,Denmark,Øerne
,B1B,Odense,Denmark,Øerne
,B1C,Svendborg,Denmark,Øerne
,B1D,Nakskov,Denmark,Øerne
,B1E,Maribo,Denmark,Øerne
,B1F,Stubbekobing,Denmark,Øerne
,B20,Næstved,Denmark,Øerne
,B21,Store Heddinge,Denmark,Øerne
,B22,Slagelse,Denmark,Øerne
,B23,Kalundborg,Denmark,Øerne
,B24,Holbæk,Denmark,Øerne
,B25,Roskilde,Denmark,Øerne
,B26,Copenhagen,Denmark,Øerne
,B27,Slangerup,Denmark,Øerne
,B28,Bornholm,Riga (C),Øerne
,B29,Malmö,Sweden,Skåne
,B2A,Ystad,Sweden,Skåne
,B2B,Simrishamn,Sweden,Skåne
,B2C,,Sweden,Skåne
,B2D,,Sweden,Skåne
,B2E,Lund,Sweden,Skåne
,B2F,Helsingborg,Sweden,Skåne
,B30,Båstad,Sweden,Skåne
,B31,Laholm,Sweden,Skåne
,B32,,Sweden,Skåne
,B33,,Sweden,Skåne
,B34,Åhus,Sweden,Skåne
,B35,Elleholm,Sweden,Skåne
,B36,Ronneby,Sweden,Skåne
,B37,Lyckå,Sweden,Skåne
,B38,,Sweden,Skåne
,B39,Halmstad,Sweden,Skåne
,B3A,Varberg,Sweden,Skåne
,B3B,,Sweden,Skåne
,B3C,,Sweden,Västergötland
,B3D,,Sweden,Västergötland
,B3E,,Sweden,Västergötland
,B3F,,Sweden,Västergötland
,B40,,Sweden,Västergötland
,B41,,Sweden,Västergötland
,B42,,Sweden,Västergötland
,B43,,Sweden,Västergötland
,B44,,Sweden,Västergötland
,B45,,Sweden,Västergötland
,B46,Bogesund,Sweden,Västergötland
,B47,,Sweden,Västergötland
,B48,,Sweden,Västergötland
,B49,,Sweden,Östergötland
,B4A,,Sweden,Östergötland
,B4B,,Sweden,Östergötland
,B4C,,Sweden,Östergötland
,B4D,,Sweden,Östergötland
,B4E,,Sweden,Östergötland
,B4F,,Sweden,Östergötland
,B50,,Sweden,Östergötland
,B51,,Sweden,Östergötland
,B52,,Sweden,Östergötland
,B53,,Sweden,Östergötland
,B54,,Sweden,Östergötland
,B55,Bränkyrka,Sweden,Svealand
,B56,,Sweden,Östergötland
,B57,,Sweden,Östergötland
,B58,,Sweden,Östergötland
,B59,,Sweden,Östergötland
,B5A,,Sweden,Östergötland
,B5B,Kalmar,Sweden,Östergötland
,B5C,,Sweden,Östergötland
,B5D,Öland,Sweden,Östergötland
,B5E,,Sweden,Östergötland
,B5F,,Sweden,Östergötland
,B60,,Sweden,Östergötland
,B61,,Sweden,Östergötland
,B62,,Sweden,Östergötland
,B63,,Sweden,Östergötland
,B64,,Sweden,Östergötland
,B65,,Sweden,Östergötland
,B66,Wadstena,Sweden,Östergötland
,B67,,Sweden,Östergötland
,B68,,Sweden,Östergötland
,B69,,Sweden,Östergötland
,B6A,Söderköping,Sweden,Östergötland
,B6B,,Sweden,Östergötland
,B6C,,Sweden,Östergötland
,B6D,,Sweden,Värmland
,B6E,,Sweden,Östergötland
,B6F,,Sweden,Värmland
,B70,,Sweden,Svealand
,B71,,Sweden,Östergötland
,B72,,Sweden,Svealand
,B73,,Sweden,Svealand
,B74,,Sweden,Svealand
,B75,,Sweden,Svealand
,B76,,Sweden,Svealand
,B77,Southern Gotland,Sweden,Gotland
,B78,Visby,Sweden,Gotland
,B79,,Sweden,Värmland
,B7A,,Sweden,Värmland
,B7B,,Sweden,Värmland
,B7C,,Sweden,Värmland
,B7D,,Sweden,Västergötland
,B7E,,Sweden,Västergötland
,B7F,,Sweden,Västergötland
,B80,,Sweden,Västergötland
,B81,,Sweden,Västergötland
,B82,,Sweden,Västergötland
,B83,,Sweden,Västergötland
,B84,,Sweden,Västergötland
,B85,,Sweden,Västergötland
,B86,,Sweden,Västergötland
,B87,,Sweden,Värmland
,B88,,Sweden,Värmland
,B89,,Sweden,Värmland
,B8A,,Sweden,Värmland
,B8B,,Sweden,Värmland
,B8C,,Sweden,Värmland
,B8D,,Sweden,Värmland
,B8E,,Sweden,Värmland
,B8F,,Sweden,Värmland
,B90,,Sweden,Värmland
,B91,,Sweden,Värmland
,B92,,Sweden,Värmland
,B93,,Sweden,Värmland
,B94,,Sweden,Värmland
,B95,,Sweden,Värmland
,B96,,Sweden,Värmland
,B97,,Sweden,Värmland
,B98,,Sweden,Värmland
,B99,,Sweden,Värmland
,B9A,,Sweden,Värmland
,B9B,,Sweden,Värmland
,B9C,,Sweden,Värmland
,B9D,,Sweden,Värmland
,B9E,,Sweden,Värmland
,B9F,,Sweden,Värmland
,BA0,Örebro,Sweden,Värmland
,BA1,,Sweden,Värmland
